0	1
0	74
0	91
0	71
0	29
0	70
1	89
1	58
1	23
1	82
1	94
1	70
2	74
2	80
2	76
2	50
2	93
2	81
2	72
3	99
3	21
3	42
3	78
3	22
3	75
3	5
3	51
3	87
4	95
4	5
4	48
4	76
4	82
4	49
4	75
4	92
4	29
5	80
5	60
5	68
5	59
5	92
5	63
5	55
5	37
6	84
6	82
6	63
6	78
6	58
6	71
6	91
7	11
7	8
7	14
7	64
8	9
8	13
8	51
8	98
9	10
11	16
11	12
12	57
15	39
15	19
16	41
16	76
17	19
17	42
18	35
18	20
18	78
20	87
21	83
21	92
21	50
21	22
21	48
21	39
21	24
21	31
22	47
22	64
22	26
22	94
22	51
22	91
22	96
22	93
23	73
23	43
23	82
23	61
23	55
24	85
24	52
24	66
24	92
24	64
24	65
24	95
24	75
24	55
25	70
25	44
25	54
26	56
26	91
26	64
26	86
26	49
26	47
27	71
27	49
27	48
27	66
27	80
27	61
27	99
27	28
28	34
28	49
28	61
29	32
29	84
30	31
31	32
31	80
32	34
32	75
32	90
33	41
33	94
34	97
35	39
35	38
35	66
36	39
36	72
37	39
37	79
39	62
39	63
39	80
40	50
40	57
40	66
40	88
42	65
42	55
42	64
42	71
42	62
43	53
43	79
43	82
43	89
43	91
43	90
43	87
44	88
44	54
44	69
44	46
44	60
44	77
45	55
45	81
45	57
45	97
46	48
46	52
46	49
46	89
46	68
46	65
46	59
47	72
47	94
47	84
47	56
47	60
47	78
47	87
48	67
48	91
48	94
48	76
49	65
49	94
49	57
49	95
49	72
49	80
49	73
49	61
50	93
50	61
50	65
50	89
50	83
51	55
51	83
51	78
51	84
51	53
51	93
52	58
52	63
52	83
52	92
52	56
53	66
53	72
53	71
53	95
53	75
53	97
54	69
54	70
54	77
55	84
55	61
55	59
55	98
55	79
55	87
55	82
55	66
56	72
56	67
56	68
56	98
57	92
57	58
57	85
57	81
57	83
57	99
57	63
58	64
58	62
58	99
58	87
58	92
59	82
59	81
59	67
59	89
60	98
60	66
60	74
60	89
61	75
61	97
61	96
62	83
62	76
62	68
62	96
62	73
63	94
63	85
64	67
64	69
65	66
65	75
65	91
66	96
66	71
66	84
66	91
66	98
67	84
67	89
67	94
67	70
68	74
68	97
68	84
68	90
68	73
69	70
69	77
69	88
70	88
71	97
71	91
71	88
71	82
72	82
72	94
72	99
72	95
72	85
73	81
73	98
73	74
74	90
74	82
75	80
75	95
76	79
76	81
76	87
76	98
77	88
78	96
78	95
78	91
78	86
79	83
80	90
80	94
81	98
81	83
82	97
82	91
82	86
83	89
83	84
83	93
84	86
84	92
85	99
85	86
85	87
85	91
87	95
88	99
89	91
89	94
89	95
89	90
90	92
90	94
91	98
93	95
95	99
95	97
97	98
