0	74
0	91
0	33
1	84
1	98
1	50
1	54
1	40
1	65
2	69
2	51
2	98
2	61
2	42
2	83
3	58
3	22
3	75
3	49
3	64
3	79
4	22
4	86
4	60
4	61
4	76
4	25
5	54
5	74
5	51
5	83
5	99
5	8
5	60
6	64
6	98
6	95
6	80
6	46
6	89
7	11
7	8
7	14
8	9
8	13
8	51
9	10
10	25
11	16
11	12
15	39
15	19
16	41
17	19
17	71
18	35
18	20
18	47
18	24
20	21
21	65
21	23
21	71
22	67
22	26
22	38
23	91
23	55
23	90
23	74
23	39
24	67
24	91
25	69
25	87
25	63
25	76
25	95
25	96
26	27
26	88
26	87
26	81
26	78
26	39
27	47
27	44
27	64
27	63
28	34
29	32
30	31
30	43
30	99
31	32
31	55
31	83
32	34
32	53
32	81
33	41
33	68
33	74
33	79
35	39
35	38
36	39
36	69
37	39
39	64
40	50
40	75
41	58
41	84
42	64
42	84
42	62
42	80
43	50
43	80
43	85
43	65
43	78
44	95
44	93
44	79
44	49
45	66
45	96
46	75
46	95
46	77
46	96
47	77
47	56
48	68
48	75
48	89
49	93
49	78
49	90
50	82
50	74
50	85
50	96
50	98
50	89
51	76
51	59
51	98
51	70
51	56
51	93
52	80
52	88
52	70
52	72
52	78
52	65
53	88
53	91
53	57
54	62
54	75
54	84
55	86
55	77
56	94
56	95
56	65
56	68
57	80
57	91
58	70
58	66
58	75
58	92
58	77
59	61
59	69
59	90
59	96
59	73
59	62
59	66
59	98
60	66
60	83
61	96
61	75
62	90
62	96
62	91
64	70
65	73
66	67
66	81
66	89
67	96
67	68
67	85
68	98
68	85
69	72
70	86
70	74
71	97
72	93
72	97
72	76
73	83
74	81
75	86
75	92
75	88
76	94
77	83
77	97
78	94
79	91
79	82
80	96
80	93
80	89
81	94
82	85
82	90
84	85
84	88
84	87
88	93
89	96
89	92
92	98
92	99
92	96
93	95
