0	675
0	859
1	630
1	788
2	950
3	196
4	248
4	976
5	618
5	946
6	768
6	50
7	10
8	117
8	13
8	874
9	41
9	11
10	270
10	12
10	671
11	501
12	20
13	657
14	26
15	63
15	431
15	881
15	937
16	17
17	18
17	816
18	361
18	824
19	129
20	125
20	591
21	430
21	24
22	486
23	27
23	25
24	48
25	27
26	27
26	197
27	259
27	871
28	302
29	30
30	85
30	513
30	996
31	33
31	651
32	357
32	721
33	34
33	401
34	103
35	37
35	581
35	668
35	849
36	38
36	624
36	776
36	904
37	41
38	363
39	72
39	231
39	929
40	320
40	41
40	91
40	794
42	310
42	46
42	774
43	48
44	48
45	48
45	277
47	461
48	85
49	173
50	738
50	922
51	54
51	313
52	55
53	54
54	263
55	101
56	60
56	61
56	718
56	826
56	934
57	58
58	60
58	803
59	61
61	62
61	558
62	345
62	744
62	923
63	217
63	66
64	68
64	502
64	762
65	67
67	202
67	69
67	518
68	226
68	251
69	176
70	414
70	991
71	76
71	73
72	73
72	173
72	521
72	615
74	76
75	91
76	367
76	179
77	135
77	319
77	320
78	83
79	448
80	82
81	88
81	601
82	460
83	360
83	586
84	85
84	228
85	88
86	88
87	401
88	497
89	356
89	90
90	157
91	92
91	486
93	96
93	94
93	281
94	535
95	316
95	97
95	186
96	434
96	411
96	953
98	99
98	536
99	103
99	203
100	103
101	298
101	178
101	704
102	103
103	284
103	104
103	614
105	111
105	545
105	599
106	107
107	109
107	110
108	110
108	271
108	680
108	835
108	909
109	110
109	358
111	450
111	806
112	114
112	115
112	116
112	118
113	114
114	261
114	641
115	117
118	165
119	486
120	121
121	236
122	249
123	206
124	263
124	509
126	131
127	128
127	129
127	877
128	461
129	299
130	132
130	666
130	779
130	836
130	974
131	343
131	688
132	564
132	805
133	137
133	961
134	137
134	136
134	138
134	862
135	254
135	699
137	450
137	407
137	802
138	566
138	943
139	405
139	654
140	141
140	329
140	325
140	145
140	296
141	324
142	146
142	327
142	323
142	324
142	144
142	326
142	329
143	326
143	328
143	145
143	330
143	146
143	333
144	146
144	330
144	325
144	326
145	344
146	323
146	328
146	191
147	151
148	376
148	149
148	563
148	936
150	243
150	153
150	302
151	207
151	438
152	181
153	368
154	159
155	158
155	285
156	317
156	158
156	351
156	584
156	768
157	316
157	321
158	159
158	216
159	160
159	701
161	215
161	164
161	166
161	420
161	495
162	165
162	163
162	399
163	459
165	167
168	427
168	171
169	173
170	172
170	205
171	629
172	303
174	186
175	181
175	177
177	544
177	764
178	181
179	180
179	424
182	186
182	225
183	188
183	184
183	187
185	186
186	580
188	219
188	527
189	192
189	190
189	445
189	829
190	379
190	478
191	192
192	232
192	194
193	194
193	195
193	663
196	202
196	198
196	200
196	201
196	675
198	428
199	206
199	616
199	673
200	910
202	300
203	204
204	713
205	208
206	209
207	209
208	386
208	944
210	213
211	213
212	214
212	496
212	506
213	394
214	434
215	216
217	219
217	221
218	221
219	392
219	220
219	861
221	352
222	320
222	883
223	244
224	407
224	230
226	230
226	729
226	890
227	230
228	229
229	707
232	233
232	234
233	235
233	860
234	237
235	431
235	249
236	247
238	242
239	711
239	242
239	243
239	339
239	387
240	267
240	241
240	286
240	575
242	446
243	529
243	732
244	249
245	247
245	246
246	783
247	406
248	425
250	464
250	920
251	516
251	987
252	258
253	257
254	271
255	257
256	258
256	373
256	951
257	634
258	630
259	262
259	489
259	932
259	962
260	262
260	264
261	301
262	574
262	670
263	308
263	265
263	621
265	594
265	682
266	269
266	733
267	270
268	271
269	271
269	500
270	443
270	296
271	417
271	752
272	437
273	302
273	275
273	511
274	279
274	278
274	848
276	277
276	350
276	658
277	537
278	279
278	693
278	979
280	282
281	570
281	572
281	659
282	337
283	284
284	457
287	291
287	853
287	990
288	292
289	411
289	832
290	292
292	293
292	404
292	512
292	747
294	311
294	295
294	865
294	958
295	298
296	297
297	730
298	336
299	300
299	590
301	304
303	434
303	305
303	825
305	306
306	307
307	873
308	312
309	364
310	314
310	311
310	377
311	314
312	313
313	636
314	748
315	318
316	490
316	684
317	430
317	322
321	868
322	755
323	324
323	325
324	328
325	326
325	330
325	371
326	329
326	328
327	330
327	329
331	337
331	334
331	335
332	334
333	338
334	686
334	800
336	337
336	343
337	818
338	683
339	341
339	342
339	702
340	343
340	735
341	505
341	857
342	344
343	559
344	727
346	380
347	393
348	349
348	609
348	715
349	441
349	354
350	959
351	353
352	689
355	487
355	361
355	711
355	773
356	359
356	357
356	966
357	359
357	532
360	361
360	971
360	986
362	406
362	983
363	367
363	844
364	375
365	368
365	878
366	381
366	370
366	703
367	368
367	592
369	376
369	722
371	372
372	377
372	462
373	792
374	377
375	376
376	378
377	739
378	390
379	385
380	385
380	383
380	384
380	817
381	384
382	428
382	403
388	395
389	390
390	395
390	988
391	451
391	393
392	393
394	395
395	400
396	400
396	398
396	822
397	403
401	935
402	403
406	409
406	413
406	798
408	411
409	809
410	414
411	412
415	419
416	420
416	418
416	423
417	421
417	652
417	749
420	464
422	424
425	430
426	433
426	434
427	429
428	429
429	571
430	433
432	433
432	888
434	967
435	438
435	443
436	441
437	439
438	723
439	441
440	443
440	444
441	664
442	444
442	524
442	567
444	720
445	454
445	492
447	449
448	449
449	451
450	745
450	451
450	452
452	455
452	767
453	455
456	465
456	460
456	637
457	460
458	460
458	884
460	583
461	464
462	463
464	985
465	466
466	891
467	477
467	468
469	478
469	508
470	474
470	476
471	608
471	474
471	477
472	478
473	476
473	475
479	490
480	485
480	484
480	745
481	489
482	483
482	485
483	484
484	487
485	493
485	579
485	766
488	489
491	500
491	507
494	504
497	499
498	499
499	504
501	851
503	508
510	525
511	520
513	970
514	527
514	661
515	523
516	784
517	520
517	525
519	523
521	526
522	527
523	740
528	849
530	845
530	895
530	957
531	743
533	534
534	685
534	778
538	917
539	839
539	954
540	604
540	548
540	672
541	744
541	925
542	964
543	906
545	588
546	811
546	678
547	723
547	568
547	710
549	826
550	717
550	687
551	923
551	856
552	963
553	969
554	745
554	838
554	855
555	638
556	943
557	630
558	665
560	671
561	866
562	999
562	618
562	984
563	875
565	702
565	898
569	991
569	869
571	620
573	682
576	712
577	643
578	827
579	771
580	801
580	823
582	767
582	790
585	754
586	603
587	801
588	606
589	651
589	746
593	900
595	924
595	677
596	783
596	600
597	790
597	763
598	825
602	991
603	982
604	788
605	905
605	813
605	917
606	692
607	938
608	672
609	840
610	866
611	725
612	872
613	809
615	887
617	621
619	816
619	841
620	973
621	622
621	695
623	755
625	633
625	952
626	699
626	942
627	808
627	843
628	748
630	804
631	703
632	735
633	811
633	725
634	649
634	697
635	643
635	714
635	950
636	785
637	889
638	762
639	695
640	889
640	963
642	653
643	991
643	827
644	822
644	756
645	774
645	753
646	818
647	839
647	821
648	785
650	954
652	858
652	956
653	870
654	882
655	942
656	752
658	928
660	766
662	753
662	896
667	846
669	750
669	955
672	754
672	960
674	964
675	876
676	826
676	886
678	828
679	845
679	863
679	907
681	756
686	734
687	850
688	940
689	786
690	956
690	796
691	810
693	705
695	919
696	817
696	758
698	858
700	724
706	867
708	951
709	930
710	931
712	986
712	808
714	799
714	842
715	995
716	827
717	809
719	749
722	867
722	914
724	955
724	731
725	793
726	822
728	756
728	742
733	918
734	759
737	866
738	948
738	972
740	913
741	924
741	965
743	817
743	900
744	915
745	795
745	811
745	880
750	902
751	771
754	782
757	897
757	933
760	952
761	837
764	894
765	863
765	872
766	908
767	997
769	795
769	789
769	893
770	942
771	903
772	928
775	831
777	821
779	968
780	805
780	852
781	998
782	870
783	815
784	814
784	998
785	897
785	906
787	796
787	947
790	941
791	967
795	845
795	847
797	920
802	975
804	837
807	864
810	926
812	927
819	881
820	850
821	981
824	938
830	905
831	877
833	953
834	935
836	892
836	911
839	933
843	992
846	848
853	924
854	930
860	885
864	999
866	916
866	926
873	902
879	930
879	980
886	901
886	945
891	939
895	969
899	994
914	978
921	963
922	949
927	936
934	999
938	989
964	972
976	977
976	994
993	997
