0	1	+	0	629
0	2	+	1	879
0	3	+	2	667
0	4	+	3	618
0	5	+	4	403
0	6	+	5	959
0	7	+	6	891
0	8	+	7	193
0	9	+	8	216
0	10	+	9	179
0	11	+	10	13
0	12	+	11	12
0	13	+	12	7
0	14	+	13	9
0	15	+	14	20
0	16	+	15	147
0	17	+	16	457
0	18	+	17	14
0	19	+	18	273
0	20	+	19	14
0	21	+	20	244
0	22	+	21	25
0	23	+	22	26
0	24	+	23	444
0	25	+	24	26
0	26	+	25	26
0	27	+	26	18
0	28	+	27	65
0	29	+	28	34
0	30	+	29	28
0	31	+	30	304
0	32	+	31	42
0	33	+	32	29
0	34	+	33	112
0	35	+	34	54
0	36	+	35	39
0	37	+	36	75
0	38	+	37	38
0	39	+	38	40
0	40	+	39	256
0	41	+	40	464
0	42	+	41	423
0	43	+	42	276
0	44	+	43	33
0	45	+	44	46
0	46	+	45	475
0	47	+	46	535
0	48	+	47	85
0	49	+	48	306
0	50	+	49	55
0	51	+	50	51
0	52	+	51	238
0	53	+	52	54
0	54	+	53	51
0	55	+	54	10
0	56	+	56	60
0	57	+	57	59
0	58	+	58	158
0	59	+	59	56
0	60	+	60	41
0	61	+	61	60
0	62	+	62	56
0	63	+	63	483
0	64	+	64	160
0	65	+	65	11
0	66	+	66	69
0	67	+	67	126
0	68	+	68	234
0	69	+	70	291
0	70	+	71	453
0	71	+	72	76
0	72	+	73	646
0	73	+	74	76
0	74	+	75	271
0	75	+	76	71
0	76	+	77	81
0	77	+	78	146
0	78	+	79	444
0	79	+	80	71
0	80	+	81	78
0	81	+	82	405
0	82	+	83	87
0	83	+	84	90
0	84	+	85	87
0	85	+	86	90
0	86	+	87	120
0	87	+	88	87
0	88	+	89	92
0	89	+	91	95
0	90	+	92	37
0	91	+	93	95
0	92	+	94	642
0	93	+	96	94
0	94	+	97	91
0	95	+	98	287
0	96	+	99	8
0	97	+	100	99
0	98	+	101	207
0	99	+	102	98
0	100	+	103	130
0	101	+	104	149
0	102	+	105	111
0	103	+	106	258
0	104	+	107	106
0	105	+	108	406
0	106	+	109	161
0	107	+	110	108
0	108	+	111	374
0	109	+	112	115
0	110	+	113	118
0	111	+	114	115
0	112	+	115	118
0	113	+	116	477
0	114	+	117	440
0	115	+	118	202
0	116	+	119	415
0	117	+	120	122
0	118	+	121	111
0	119	+	122	28
0	120	+	123	332
0	121	+	124	227
0	122	+	125	119
0	123	+	126	130
0	124	+	127	213
0	125	+	128	129
0	126	+	129	131
0	127	+	130	25
0	128	+	131	393
0	129	+	132	126
0	130	+	133	135
0	131	+	134	516
0	132	+	135	278
0	133	+	136	213
0	134	+	137	138
0	135	+	138	135
0	136	+	139	133
0	137	+	140	146
0	138	+	141	146
0	139	+	142	141
0	140	+	143	144
0	141	+	144	337
0	142	+	145	146
0	143	+	146	144
0	144	+	147	228
0	145	+	148	304
0	146	+	149	153
0	147	+	150	149
0	148	+	151	150
0	149	+	152	149
0	150	+	153	148
0	151	+	154	155
0	152	+	155	70
0	153	+	156	7
0	154	+	157	158
0	155	+	158	316
0	156	+	159	239
0	157	+	160	159
0	158	+	161	167
0	159	+	162	165
0	160	+	163	215
0	161	+	164	162
0	162	+	165	164
0	163	+	166	165
0	164	+	167	166
0	165	+	168	171
0	166	+	169	168
0	167	+	170	98
0	168	+	171	173
0	169	+	172	168
0	170	+	173	172
0	171	+	174	223
0	172	+	175	452
0	173	+	176	107
0	174	+	177	176
0	175	+	178	175
0	176	+	179	175
0	177	+	180	456
0	178	+	181	218
0	179	+	182	308
0	180	+	183	188
0	181	+	184	183
0	182	+	185	78
0	183	+	186	332
0	184	+	187	184
0	185	+	188	184
0	186	+	189	190
0	187	+	190	191
0	188	+	191	192
0	189	+	192	193
0	190	+	194	65
0	191	+	195	189
0	192	+	196	200
0	193	+	197	198
0	194	+	199	39
0	195	+	200	385
0	196	+	201	253
0	197	+	202	201
0	198	+	203	204
0	199	+	204	207
0	200	+	205	209
0	201	+	206	209
0	202	+	207	208
0	203	+	208	204
0	204	+	209	203
0	205	+	210	376
0	206	+	211	215
0	207	+	212	210
0	208	+	213	175
0	209	+	214	212
0	210	+	215	216
0	211	+	216	44
0	212	+	217	219
0	213	+	218	220
0	214	+	219	218
0	215	+	220	193
0	216	+	221	105
0	217	+	222	162
0	218	+	223	220
0	219	+	224	228
0	220	+	225	224
0	221	+	226	229
0	222	+	227	309
0	223	+	228	225
0	224	+	229	227
0	225	+	230	362
0	226	+	231	232
0	227	+	233	234
0	228	+	234	9
0	229	+	235	234
0	230	+	236	68
0	231	+	237	26
0	232	+	238	244
0	233	+	239	238
0	234	+	240	238
0	235	+	241	79
0	236	+	242	409
0	237	+	243	207
0	238	+	244	391
0	239	+	245	248
0	240	+	246	250
0	241	+	247	248
0	242	+	248	267
0	243	+	249	147
0	244	+	250	67
0	245	+	251	371
0	246	+	252	256
0	247	+	253	256
0	248	+	254	55
0	249	+	255	256
0	250	+	256	254
0	251	+	257	408
0	252	+	258	256
0	253	+	259	262
0	254	+	260	89
0	255	+	261	265
0	256	+	262	260
0	257	+	263	262
0	258	+	264	265
0	259	+	265	260
0	260	+	266	268
0	261	+	267	269
0	262	+	268	269
0	263	+	269	272
0	264	+	270	184
0	265	+	271	366
0	266	+	272	121
0	267	+	273	278
0	268	+	274	275
0	269	+	275	273
0	270	+	276	303
0	271	+	277	276
0	272	+	278	277
0	273	+	279	98
0	274	+	280	287
0	275	+	281	283
0	276	+	282	292
0	277	+	283	286
0	278	+	284	117
0	279	+	285	75
0	280	+	286	285
0	281	+	287	285
0	282	+	288	293
0	283	+	289	288
0	284	+	290	292
0	285	+	291	295
0	286	+	292	293
0	287	+	293	907
0	288	+	294	289
0	289	+	296	217
0	290	+	297	302
0	291	+	298	300
0	292	+	299	444
0	293	+	300	299
0	294	+	301	56
0	295	+	302	299
0	296	+	303	328
0	297	+	304	305
0	298	+	305	309
0	299	+	306	307
0	300	+	307	182
0	301	+	308	310
0	302	+	309	304
0	303	+	310	307
0	304	+	311	306
0	305	+	312	351
0	306	+	313	102
0	307	+	314	317
0	308	+	315	316
0	309	+	316	30
0	310	+	317	316
0	311	+	318	314
0	312	+	319	287
0	313	+	320	427
0	314	+	321	324
0	315	+	322	323
0	316	+	323	405
0	317	+	324	323
0	318	+	325	326
0	319	+	326	343
0	320	+	327	98
0	321	+	328	335
0	322	+	329	330
0	323	+	330	123
0	324	+	331	28
0	325	+	332	330
0	326	+	333	330
0	327	+	334	329
0	328	+	335	333
0	329	+	336	79
0	330	+	337	361
0	331	+	338	265
0	332	+	339	343
0	333	+	340	269
0	334	+	341	339
0	335	+	342	296
0	336	+	343	340
0	337	+	344	149
0	338	+	345	347
0	339	+	346	258
0	340	+	347	348
0	341	+	348	346
0	342	+	349	345
0	343	+	350	262
0	344	+	351	61
0	345	+	352	862
0	346	+	353	352
0	347	+	354	357
0	348	+	355	359
0	349	+	356	354
0	350	+	357	356
0	351	+	358	21
0	352	+	360	303
0	353	+	361	364
0	354	+	362	364
0	355	+	363	360
0	356	+	364	360
0	357	+	365	367
0	358	+	366	288
0	359	+	367	360
0	360	+	368	106
0	361	+	369	368
0	362	+	370	43
0	363	+	371	374
0	364	+	372	196
0	365	+	373	375
0	366	+	374	369
0	367	+	375	326
0	368	+	376	380
0	369	+	377	379
0	370	+	378	379
0	371	+	379	171
0	372	+	381	376
0	373	+	382	378
0	374	+	383	140
0	375	+	384	496
0	376	+	385	270
0	377	+	386	391
0	378	+	387	385
0	379	+	388	389
0	380	+	389	387
0	381	+	390	391
0	382	+	391	389
0	383	+	392	180
0	384	+	393	267
0	385	+	394	395
0	386	+	396	363
0	387	+	397	393
0	388	+	398	392
0	389	+	399	392
0	390	+	400	57
0	391	+	401	321
0	392	+	402	225
0	393	+	403	408
0	394	+	404	256
0	395	+	405	356
0	396	+	406	404
0	397	+	407	378
0	398	+	408	405
0	399	+	409	96
0	400	+	410	414
0	401	+	411	412
0	402	+	412	146
0	403	+	413	93
0	404	+	414	411
0	405	+	415	167
0	406	+	416	467
0	407	+	417	410
0	408	+	418	480
0	409	+	419	317
0	410	+	420	422
0	411	+	421	53
0	412	+	422	424
0	413	+	423	11
0	414	+	424	420
0	415	+	425	174
0	416	+	426	328
0	417	+	427	433
0	418	+	428	429
0	419	+	429	433
0	420	+	430	559
0	421	+	431	435
0	422	+	432	382
0	423	+	434	432
0	424	+	435	409
0	425	+	436	440
0	426	+	437	445
0	427	+	438	220
0	428	+	439	10
0	429	+	440	439
0	430	+	441	608
0	431	+	442	97
0	432	+	443	148
0	433	+	444	18
0	434	+	445	386
0	435	+	446	452
0	436	+	447	281
0	437	+	448	51
0	438	+	449	452
0	439	+	450	203
0	440	+	451	446
0	441	+	452	282
0	442	+	453	26
0	443	+	454	456
0	444	+	455	452
0	445	+	456	210
0	446	+	457	454
0	447	+	458	459
0	448	+	459	244
0	449	+	460	459
0	450	+	461	214
0	451	+	462	460
0	452	+	463	20
0	453	+	464	465
0	454	+	465	468
0	455	+	466	292
0	456	+	467	465
0	457	+	468	479
0	458	+	469	114
0	459	+	470	90
0	460	+	471	476
0	461	+	472	476
0	462	+	473	136
0	463	+	474	479
0	464	+	475	62
0	465	+	476	316
0	466	+	477	146
0	467	+	478	477
0	468	+	479	482
0	469	+	480	485
0	470	+	481	472
0	471	+	482	470
0	472	+	483	475
0	473	+	484	328
0	474	+	485	316
0	475	+	486	488
0	476	+	487	491
0	477	+	488	499
0	478	+	489	492
0	479	+	490	488
0	480	+	491	266
0	481	+	492	192
0	482	+	493	500
0	483	+	494	496
0	484	+	495	488
0	485	+	496	495
0	486	+	497	498
0	487	+	498	496
0	488	+	499	290
0	489	+	500	166
0	490	+	501	324
0	491	+	502	452
0	492	+	503	509
0	493	+	504	59
0	494	+	505	519
0	495	+	506	446
0	496	+	507	521
0	497	+	508	330
0	498	+	509	508
0	499	+	510	508
0	500	+	511	525
0	501	+	512	506
0	502	+	513	220
0	503	+	514	76
0	504	+	515	514
0	505	+	516	523
0	506	+	517	306
0	507	+	518	77
0	508	+	519	507
0	509	+	520	26
0	510	+	521	76
0	511	+	522	523
0	512	+	523	521
0	513	+	524	504
0	514	+	525	502
0	515	+	526	528
0	516	+	527	541
0	517	+	528	385
0	518	+	529	560
0	519	+	530	584
0	520	+	531	393
0	521	+	532	570
0	522	+	533	579
0	523	+	534	571
0	524	+	535	559
0	525	+	536	553
0	526	+	537	555
0	527	+	538	541
0	528	+	539	388
0	529	+	540	463
0	530	+	541	94
0	531	+	542	551
0	532	+	543	568
0	533	+	544	503
0	534	+	545	528
0	535	+	546	135
0	536	+	547	320
0	537	+	548	573
0	538	+	549	567
0	539	+	550	530
0	540	+	551	529
0	541	+	552	543
0	542	+	553	534
0	543	+	554	520
0	544	+	555	534
0	545	+	556	553
0	546	+	557	553
0	547	+	558	567
0	548	+	559	550
0	549	+	560	138
0	550	+	561	559
