0	895
0	814
0	969
0	767
0	676
0	4
0	878
0	161
1	942
1	663
1	877
1	672
1	710
1	859
1	658
2	846
2	952
2	721
2	946
2	769
2	809
2	684
2	857
3	720
3	872
3	6
3	801
3	806
3	906
3	541
4	873
4	989
4	747
4	930
4	657
4	806
5	811
5	653
5	783
5	887
6	929
6	678
6	753
6	862
6	871
6	89
7	10
7	298
8	9
8	11
9	332
10	13
10	218
10	362
11	62
12	243
12	458
13	940
13	708
14	439
14	15
16	17
16	882
17	20
17	18
17	991
18	45
19	159
20	290
20	324
21	23
21	25
21	123
21	858
22	23
22	24
22	26
22	140
23	25
23	230
23	531
24	204
24	270
25	27
26	103
26	435
26	967
27	241
28	217
28	32
28	792
29	423
29	30
29	33
29	997
31	32
31	889
32	437
33	87
34	221
35	212
36	270
36	41
36	920
37	39
38	40
38	515
39	474
39	577
40	74
41	310
42	48
42	344
43	283
44	46
45	86
46	47
46	696
47	236
47	631
48	321
49	52
49	66
50	52
51	55
51	608
51	719
52	54
52	422
52	574
52	731
53	55
53	720
54	55
54	541
54	616
54	875
56	302
57	61
57	60
57	794
58	61
58	516
59	60
59	61
60	313
62	433
63	69
63	177
63	245
63	652
64	177
64	68
64	321
64	335
65	548
65	67
66	420
69	411
69	672
70	402
71	73
71	76
71	651
72	251
72	74
72	282
72	473
73	75
73	803
74	689
75	272
76	289
77	82
77	451
78	83
78	813
78	746
79	216
80	81
81	209
81	478
81	352
82	137
83	135
84	90
85	86
85	137
86	89
88	89
89	197
90	330
91	93
91	92
91	96
91	97
92	365
93	358
94	97
95	316
96	425
96	429
96	956
98	104
98	102
98	380
99	441
99	166
99	490
100	320
100	213
100	668
101	104
101	844
103	260
104	759
105	107
105	109
106	108
106	111
106	110
107	109
108	111
108	110
110	111
110	884
111	246
112	113
112	257
113	114
114	118
114	115
114	117
114	333
114	626
116	117
117	366
118	231
118	606
119	123
119	791
120	404
120	167
121	359
121	122
121	125
121	913
122	124
122	838
124	135
124	530
124	716
125	467
126	132
126	130
127	132
128	130
128	825
129	148
131	309
132	343
132	201
132	540
132	611
132	807
133	137
133	136
134	139
134	138
134	219
136	774
137	139
137	143
139	406
140	684
141	143
141	144
141	424
142	546
142	852
145	209
146	385
146	440
146	670
147	151
147	153
148	232
148	443
148	461
149	151
