1353303380	1170	1644	MP*1	MP*1
1353303400	1170	1613	MP*1	MP*1
1353303640	1170	1644	MP*1	MP*1
1353303760	1181	1651	MP*1	MP*1
1353303840	1108	1190	MP*1	MP*1
1353304000	1671	1672	MP*1	MP*1
1353304020	1660	1662	MP*1	MP*1
1353304040	803	849	PC*	PC*
1353304060	1144	1644	MP*1	MP*1
1353304080	656	682	PC	PC
1353304100	1148	1644	MP*1	MP*1
1353304100	1613	1672	MP*1	MP*1
1353304100	656	682	PC	PC
1353304100	1632	1671	MP*1	MP*1
1353304120	1492	1613	MP*1	MP*1
1353304120	656	682	PC	PC
1353304120	1632	1671	MP*1	MP*1
1353304140	1148	1644	MP*1	MP*1
1353304160	656	682	PC	PC
1353304160	1108	1601	MP*1	MP*1
1353304160	1632	1671	MP*1	MP*1
1353304160	626	698	PC	PC
1353304160	1148	1644	MP*1	MP*1
1353304180	1148	1644	MP*1	MP*1
1353304180	1108	1601	MP*1	MP*1
1353304180	656	682	PC	PC
1353304180	1632	1671	MP*1	MP*1
1353304200	1148	1644	MP*1	MP*1
1353304200	1632	1671	MP*1	MP*1
1353304220	1632	1671	MP*1	MP*1
1353304240	683	692	PC	PC
1353304260	610	692	PC	PC
1353304260	636	643	PC	PC
1353304260	683	692	PC	PC
1353304260	1632	1671	MP*1	MP*1
1353304260	654	694	PC	PC
1353304280	683	692	PC	PC
1353304280	654	694	PC	PC
1353304300	1632	1671	MP*1	MP*1
1353304300	654	694	PC	PC
1353304320	626	698	PC	PC
1353304320	1632	1671	MP*1	MP*1
1353304320	654	694	PC	PC
1353304340	1632	1671	MP*1	MP*1
1353304340	654	694	PC	PC
1353304360	654	694	PC	PC
1353304380	610	623	PC	PC
1353304380	683	692	PC	PC
1353304380	654	694	PC	PC
1353304400	683	692	PC	PC
1353304400	636	643	PC	PC
1353304400	654	694	PC	PC
1353304420	683	692	PC	PC
1353304420	654	694	PC	PC
1353304440	610	623	PC	PC
1353304440	683	692	PC	PC
1353304440	654	694	PC	PC
1353304460	610	623	PC	PC
1353304460	683	692	PC	PC
1353304460	1632	1671	MP*1	MP*1
1353304460	654	694	PC	PC
1353304480	683	692	PC	PC
1353304480	1632	1671	MP*1	MP*1
1353304480	654	694	PC	PC
1353304500	683	692	PC	PC
1353304500	1632	1671	MP*1	MP*1
1353304520	1632	1671	MP*1	MP*1
1353304540	683	692	PC	PC
1353304560	683	692	PC	PC
1353304580	683	692	PC	PC
1353304600	683	692	PC	PC
1353304600	654	694	PC	PC
1353304620	683	692	PC	PC
1353304640	683	692	PC	PC
1353304660	683	692	PC	PC
1353304680	683	692	PC	PC
1353304700	683	692	PC	PC
1353304700	1632	1671	MP*1	MP*1
1353304720	683	692	PC	PC
1353304740	683	692	PC	PC
1353304740	1632	1671	MP*1	MP*1
1353304780	683	692	PC	PC
1353304800	683	692	PC	PC
1353304820	683	692	PC	PC
1353304840	683	692	PC	PC
1353304860	683	692	PC	PC
1353304860	654	694	PC	PC
1353304880	683	692	PC	PC
1353304880	654	694	PC	PC
1353304900	683	692	PC	PC
1353304940	683	692	PC	PC
1353304960	683	692	PC	PC
1353305040	636	643	PC	PC
1353305040	1632	1671	MP*1	MP*1
1353305060	683	692	PC	PC
1353305060	636	643	PC	PC
1353305080	683	692	PC	PC
1353305100	683	692	PC	PC
1353305160	683	692	PC	PC
1353305220	683	692	PC	PC
1353305220	1644	1662	MP*1	MP*1
1353305220	654	694	PC	PC
1353305240	683	692	PC	PC
1353305240	1644	1662	MP*1	MP*1
1353305240	654	694	PC	PC
1353305260	1644	1662	MP*1	MP*1
1353305260	654	694	PC	PC
1353305280	652	661	PC	PC
1353305280	683	692	PC	PC
1353305280	654	694	PC	PC
1353305300	683	692	PC	PC
1353305320	683	692	PC	PC
1353305320	1644	1662	MP*1	MP*1
