1291597340	1157	1232	MED	ADM
1291597360	1157	1191	MED	MED
1291597700	1157	1159	MED	MED
1291597720	1157	1159	MED	MED
1291597760	1159	1191	MED	MED
1291597780	1159	1191	MED	MED
1291597800	1159	1191	MED	MED
1291597820	1159	1191	MED	MED
1291597880	1159	1191	MED	MED
1291597880	1144	1159	MED	MED
1291597900	1144	1191	MED	MED
1291597920	1144	1191	MED	MED
1291597940	1144	1191	MED	MED
1291597960	1144	1191	MED	MED
1291597980	1144	1191	MED	MED
1291598000	1144	1191	MED	MED
1291598020	1144	1191	MED	MED
1291598040	1144	1191	MED	MED
1291598060	1144	1191	MED	MED
1291598080	1144	1191	MED	MED
1291598100	1144	1191	MED	MED
1291598120	1157	1159	MED	MED
1291598120	1144	1191	MED	MED
1291598120	1144	1159	MED	MED
1291598140	1157	1159	MED	MED
1291598140	1144	1159	MED	MED
1291598160	1157	1159	MED	MED
1291598160	1144	1159	MED	MED
1291598180	1144	1159	MED	MED
1291599000	1152	1191	MED	MED
1291599020	1152	1191	MED	MED
1291599040	1152	1191	MED	MED
1291599460	1105	1295	NUR	NUR
1291599540	1105	1295	NUR	NUR
1291599620	1157	1191	MED	MED
1291599640	1157	1191	MED	MED
1291599680	1157	1191	MED	MED
1291599780	1105	1295	NUR	NUR
1291599820	1105	1295	NUR	NUR
1291599900	1109	1295	NUR	NUR
1291599920	1105	1295	NUR	NUR
1291600100	1105	1114	NUR	NUR
1291600400	1105	1295	NUR	NUR
1291600920	1109	1115	NUR	NUR
1291600940	1109	1115	NUR	NUR
1291600960	1109	1295	NUR	NUR
1291601180	1098	1181	ADM	NUR
1291601220	1105	1109	NUR	NUR
1291601220	1105	1295	NUR	NUR
1291601280	1098	1164	ADM	NUR
1291601360	1105	1295	NUR	NUR
1291601360	1116	1164	NUR	NUR
1291601380	1164	1295	NUR	NUR
1291601380	1232	1295	ADM	NUR
1291601380	1105	1295	NUR	NUR
1291601380	1109	1164	NUR	NUR
1291601380	1116	1164	NUR	NUR
1291601380	1116	1295	NUR	NUR
1291601400	1109	1232	NUR	ADM
1291601400	1116	1164	NUR	NUR
1291601420	1109	1232	NUR	ADM
1291601440	1114	1295	NUR	NUR
1291601440	1193	1232	NUR	ADM
1291601440	1109	1232	NUR	ADM
1291601440	1116	1164	NUR	NUR
1291601460	1109	1193	NUR	NUR
1291601460	1193	1295	NUR	NUR
1291601480	1142	1149	NUR	NUR
1291601480	1109	1232	NUR	ADM
1291601480	1098	1114	ADM	NUR
1291601480	1116	1164	NUR	NUR
1291601480	1109	1295	NUR	NUR
1291601480	1193	1295	NUR	NUR
1291601500	1116	1193	NUR	NUR
1291601500	1164	1193	NUR	NUR
1291601500	1116	1164	NUR	NUR
1291601500	1193	1295	NUR	NUR
1291601520	1116	1193	NUR	NUR
1291601520	1164	1295	NUR	NUR
1291601520	1164	1193	NUR	NUR
1291601520	1105	1164	NUR	NUR
1291601520	1193	1295	NUR	NUR
1291601520	1116	1295	NUR	NUR
1291601540	1164	1295	NUR	NUR
1291601540	1114	1116	NUR	NUR
1291601540	1105	1179	NUR	ADM
1291601560	1105	1232	NUR	ADM
1291601560	1098	1114	ADM	NUR
1291601560	1179	1232	ADM	ADM
1291601580	1114	1116	NUR	NUR
1291601580	1193	1232	NUR	ADM
1291601580	1105	1232	NUR	ADM
1291601580	1098	1114	ADM	NUR
1291601600	1181	1232	NUR	ADM
1291601600	1105	1232	NUR	ADM
1291601600	1164	1232	NUR	ADM
1291601600	1098	1114	ADM	NUR
1291601600	1105	1164	NUR	NUR
1291601620	1114	1116	NUR	NUR
1291601620	1181	1295	NUR	NUR
1291601620	1098	1114	ADM	NUR
1291601620	1232	1295	ADM	NUR
1291601620	1105	1295	NUR	NUR
1291601620	1105	1164	NUR	NUR
1291601640	1098	1114	ADM	NUR
1291601640	1232	1295	ADM	NUR
1291601660	1105	1232	NUR	ADM
1291601660	1105	1295	NUR	NUR
1291601680	1105	1109	NUR	NUR
1291601680	1098	1193	ADM	NUR
1291601680	1105	1232	NUR	ADM
1291601680	1105	1193	NUR	NUR
1291601680	1105	1295	NUR	NUR
1291601680	1109	1193	NUR	NUR
1291601680	1109	1295	NUR	NUR
1291601700	1105	1109	NUR	NUR
1291601700	1105	1232	NUR	ADM
1291601700	1105	1193	NUR	NUR
1291601700	1109	1193	NUR	NUR
1291601700	1193	1295	NUR	NUR
1291601720	1116	1193	NUR	NUR
1291601720	1105	1193	NUR	NUR
1291601720	1105	1295	NUR	NUR
1291601720	1105	1116	NUR	NUR
1291601720	1193	1295	NUR	NUR
1291601740	1105	1109	NUR	NUR
1291601740	1105	1193	NUR	NUR
1291601740	1157	1191	MED	MED
1291601740	1105	1295	NUR	NUR
1291601740	1109	1193	NUR	NUR
1291601740	1193	1295	NUR	NUR
1291601760	1116	1193	NUR	NUR
1291601760	1105	1109	NUR	NUR
1291601760	1105	1193	NUR	NUR
1291601760	1157	1191	MED	MED
1291601760	1105	1295	NUR	NUR
1291601760	1105	1116	NUR	NUR
1291601760	1109	1295	NUR	NUR
1291601760	1193	1295	NUR	NUR
1291601780	1105	1109	NUR	NUR
1291601780	1157	1191	MED	MED
1291601780	1109	1193	NUR	NUR
1291601780	1109	1295	NUR	NUR
1291601800	1105	1232	NUR	ADM
1291601800	1157	1191	MED	MED
1291601800	1109	1149	NUR	NUR
1291601820	1149	1232	NUR	ADM
1291601820	1157	1191	MED	MED
1291601840	1105	1109	NUR	NUR
1291601840	1149	1232	NUR	ADM
1291601840	1157	1191	MED	MED
1291601860	1157	1191	MED	MED
1291601880	1157	1191	MED	MED
1291601900	1149	1232	NUR	ADM
1291601900	1157	1191	MED	MED
1291601920	1142	1149	NUR	NUR
1291601920	1157	1191	MED	MED
1291601940	1098	1114	ADM	NUR
1291601940	1157	1191	MED	MED
1291601960	1157	1191	MED	MED
1291601980	1114	1142	NUR	NUR
1291601980	1157	1191	MED	MED
1291602000	1157	1191	MED	MED
1291602020	1157	1191	MED	MED
1291602040	1157	1191	MED	MED
1291602060	1157	1191	MED	MED
1291602060	1142	1193	NUR	NUR
1291602060	1193	1295	NUR	NUR
1291602080	1157	1191	MED	MED
1291602100	1105	1114	NUR	NUR
1291602100	1157	1191	MED	MED
1291602100	1114	1193	NUR	NUR
1291602120	1157	1191	MED	MED
1291602140	1157	1191	MED	MED
1291602160	1157	1191	MED	MED
1291602180	1157	1191	MED	MED
1291602200	1157	1191	MED	MED
1291602220	1149	1232	NUR	ADM
1291602220	1157	1191	MED	MED
1291602240	1157	1191	MED	MED
1291602260	1157	1191	MED	MED
1291602260	1109	1193	NUR	NUR
1291602280	1157	1191	MED	MED
1291602300	1157	1191	MED	MED
1291602320	1149	1232	NUR	ADM
1291602320	1157	1191	MED	MED
1291602320	1109	1295	NUR	NUR
1291602320	1193	1295	NUR	NUR
1291602340	1157	1191	MED	MED
1291602340	1193	1295	NUR	NUR
1291602360	1149	1232	NUR	ADM
1291602360	1157	1191	MED	MED
1291602380	1149	1232	NUR	ADM
1291602380	1157	1191	MED	MED
1291602400	1157	1191	MED	MED
1291602400	1109	1193	NUR	NUR
1291602420	1157	1191	MED	MED
1291602420	1109	1193	NUR	NUR
1291602440	1157	1191	MED	MED
1291602440	1109	1193	NUR	NUR
1291602460	1157	1191	MED	MED
1291602460	1109	1193	NUR	NUR
1291602480	1157	1191	MED	MED
1291602480	1109	1193	NUR	NUR
1291602500	1098	1114	ADM	NUR
1291602500	1157	1191	MED	MED
1291602500	1109	1193	NUR	NUR
1291602520	1149	1232	NUR	ADM
1291602520	1157	1191	MED	MED
1291602540	1157	1191	MED	MED
1291602560	1157	1191	MED	MED
1291602580	1157	1191	MED	MED
1291602580	1193	1295	NUR	NUR
1291602600	1157	1191	MED	MED
1291602600	1193	1295	NUR	NUR
1291602620	1157	1191	MED	MED
1291602640	1105	1114	NUR	NUR
1291602640	1105	1193	NUR	NUR
